Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Nitrate,pH,Rainfall,Temperature ,Turbidity,Total Coliform
03-03-2020,0.766354057,164.3478468,7.560511963,1.546354057,1.542400638,0.08629599,7.489396319,1,15.82505201,2.754842062,1.530901673
04-03-2020,0.764559187,164.6917011,7.566577397,1.544559187,1.540215983,0.064153793,7.490663953,1,15.80204086,2.83937042,1.527508368
05-03-2020,0.7955247,176.4982057,7.670910082,1.5755247,1.57897848,0.070116678,7.596891284,9.4,16.19903462,2.752371604,1.589624752
06-03-2020,0.803658197,180.3097343,7.706729434,1.583658197,1.589197619,0.06377707,7.629895479,9.4,16.30331022,2.680680198,1.606065969
07-03-2020,0.781051423,173.3581113,7.650307299,1.561051423,1.560988061,0.076386154,7.564327508,1.6,16.01347978,2.729211726,1.561015455
08-03-2020,0.79752629,180.0807218,7.711106044,1.57752629,1.581627186,0.08484738,7.623973514,1.6,16.22469603,2.730249206,1.594116992
09-03-2020,0.787231654,177.4293816,7.691568859,1.567231654,1.568801048,0.090397994,7.597770107,0,16.09271351,2.68420427,1.573668242
10-03-2020,0.771267861,172.7889297,7.654993424,1.551267861,1.548885066,0.078407678,7.553344589,0,15.8880495,2.699615781,1.541869857
11-03-2020,0.786733816,179.1437026,7.7126731,1.566733816,1.568252863,0.091259101,7.609601711,0,16.08633097,2.987609291,1.57291961
12-03-2020,0.804876518,186.429871,7.778345542,1.584876518,1.590963176,0.068655664,7.674382439,0,16.31892972,2.824127044,1.609311463
13-03-2020,0.780134217,178.7005442,7.715322164,1.560134217,1.560063806,0.064858948,7.601653551,0,16.00172073,2.689103343,1.559921882
14-03-2020,0.804934407,188.3050701,7.800882133,1.584934407,1.591089114,0.078918641,7.687655073,0,16.31967188,2.84266963,1.609605831
15-03-2020,0.739513762,166.3260107,7.615732163,1.519513762,1.509334935,0.079047756,7.484425696,0,15.48094567,2.680787553,1.478836631
16-03-2020,0.793082285,185.9865944,7.787498967,1.573082285,1.576313765,0.078451216,7.662508387,0,16.1677216,2.914961986,1.586034267
17-03-2020,0.781520396,182.8446986,7.763820531,1.561520396,1.561876125,0.061982464,7.631774396,0,16.01949225,2.788882643,1.562959561
18-03-2020,0.775422867,181.6082255,7.756477909,1.555422867,1.554265477,0.077093483,7.618487147,0,15.94131881,2.713916232,1.550802044
19-03-2020,0.781466858,184.6139144,7.785499334,1.561466858,1.561828265,0.067905559,7.644045932,0,16.01880587,2.800109267,1.562916021
20-03-2020,0.749000426,174.1333218,7.69892575,1.529000426,1.521249557,0.081674767,7.546102951,0,15.60256956,2.484992075,1.497997601
21-03-2020,0.776573841,184.6587809,7.792404763,1.556573841,1.555717192,0.080688303,7.640522644,0,15.95607488,2.554229692,1.553147321
22-03-2020,0.785589013,188.6807008,7.830138911,1.565589013,1.566983558,0.070952,7.675386263,0,16.07165401,2.543883125,1.571168998
23-03-2020,0.803113646,195.6725211,7.893328147,1.583113646,1.588883283,0.075159221,7.737447501,0,16.2963288,2.752737867,1.606198043
24-03-2020,0.772037022,185.645236,7.810637156,1.552037022,1.550027971,0.069364393,7.643657436,0,15.89791054,3.001187619,1.544013025
25-03-2020,0.767596152,184.931548,7.807773862,1.547596152,1.544463892,0.076932641,7.635158615,0.3,15.84097631,3.079647713,1.535087978
26-03-2020,0.772490909,187.4761631,7.832834779,1.552490909,1.550565888,0.085138319,7.656500211,0.3,15.9037296,2.831923359,1.544822658
27-03-2020,0.794731277,196.0823299,7.909846776,1.574731277,1.578346445,0.071138101,7.733353577,0,16.18886252,2.811514263,1.589237051
28-03-2020,0.785735185,193.7460797,7.893060614,1.565735185,1.567077981,0.082339656,7.710005298,0,16.07352801,2.453585001,1.571167036
29-03-2020,0.772521006,189.9236023,7.863528364,1.552521006,1.550533468,0.073647094,7.673051093,0,15.90411546,2.651232378,1.54464938
30-03-2020,0.788993715,196.481401,7.922961969,1.568993715,1.571094133,0.072462626,7.731159156,0,16.11530404,2.614506311,1.577494059
31-03-2020,0.782725452,195.06949,7.914074883,1.562725452,1.563225159,0.077543645,7.716289899,0,16.03494169,2.642230592,1.564845383
01-04-2020,0.796568957,200.6860969,7.891013395,1.576568957,1.580492482,0.071045177,7.765790303,0,16.21242253,2.71470528,1.592408867
02-04-2020,0.770775801,192.4190426,7.822295021,1.550775801,1.548210577,0.073565891,7.688157471,0,15.88174104,2.66931259,1.540687688
03-04-2020,0.776908635,195.3150299,7.849251977,1.556908635,1.555832769,0.068906017,7.712757383,0,15.96036712,2.436380464,1.552807188
04-04-2020,0.776218127,195.8115704,7.855633742,1.556218127,1.554922407,0.093602765,7.715391995,0,15.95151445,2.864186606,1.551268747
05-04-2020,0.759841451,190.8064565,7.814849328,1.539841451,1.534400972,0.077801585,7.667653382,0,15.74155707,2.582694225,1.518346761
06-04-2020,0.787651353,201.2549333,7.906514491,1.567651353,1.56910941,0.073531084,7.761439954,0,16.09809427,2.790061587,1.573786768
07-04-2020,0.787486146,201.9001988,7.914141737,1.567486146,1.56884563,0.080726088,7.765462881,0,16.09597623,3.079159523,1.57326545
08-04-2020,0.783897362,201.3350811,7.911383251,1.563897362,1.564299064,0.078082228,7.758411621,0,16.04996618,2.615207941,1.565885928
09-04-2020,0.780583923,200.853998,7.909333435,1.560583923,1.560093381,0.077154329,7.752140373,0,16.00748619,2.36710126,1.559046104
10-04-2020,0.762611444,195.2297137,7.863186794,1.542611444,1.537560621,0.082859318,7.698781232,0,15.77706979,2.720567547,1.522877274
11-04-2020,0.778598629,201.4785773,7.918797128,1.558598629,1.557474182,0.084870631,7.754162117,0,15.98203371,2.940454924,1.55461691
12-04-2020,0.780305402,202.7163682,7.93144195,1.560305402,1.559533991,0.075007711,7.763666174,0,16.00391541,3.077890318,1.55778493
13-04-2020,0.773648714,201.0138299,7.918869886,1.553648714,1.551136257,0.074423901,7.746256794,0,15.91857326,2.58442206,1.544215308
14-04-2020,0.78418196,205.3144645,7.957738916,1.56418196,1.564222748,0.077403298,7.783834719,0,16.05361487,2.857720206,1.565014911
15-04-2020,0.793556116,209.1959318,7.99299983,1.573556116,1.575857207,0.062173405,7.817587848,0,16.17379636,2.711808488,1.58348577
16-04-2020,0.817253292,218.0767925,8.071096831,1.597253292,1.605392297,0.069609933,7.897137226,0,16.47760631,2.772187998,1.630592189
17-04-2020,0.791148869,209.5132556,7.999653995,1.571148869,1.572672268,0.090904154,7.816954162,0,16.14293422,3.205708475,1.578085011
18-04-2020,0.79306052,210.7413375,8.012122295,1.57306052,1.574969241,0.093292321,7.826453246,0,16.16744257,2.563357136,1.581599673
19-04-2020,0.788519091,209.6966678,8.00509228,1.568519091,1.569196797,0.078419563,7.815155414,0,16.10921911,2.842186739,1.572197958
20-04-2020,0.760405573,200.3874329,7.927204974,1.540405573,1.533956206,0.083585104,7.72819109,0,15.7487894,2.880498167,1.515641944
21-04-2020,0.790602795,211.4724649,8.024106932,1.570602795,1.571601032,0.083161173,7.8280043,0,16.13593327,2.982005751,1.575697384
22-04-2020,0.792653858,212.6916968,8.036425613,1.572653858,1.574060183,0.104990817,7.837488709,0,16.16222895,2.833142373,1.579450583
23-04-2020,0.830858342,226.5498324,8.157057917,1.610858342,1.621708162,0.091761954,7.962731843,0,16.65203002,2.871294117,1.655500801
24-04-2020,0.79016786,212.7797931,8.040856902,1.57016786,1.570734521,0.080144374,7.834988055,0,16.13035718,2.767668007,1.573751374
25-04-2020,0.798628968,216.1977327,8.071960486,1.578628968,1.581197485,0.074263199,7.86466217,0,16.23883292,2.876420019,1.590295521
26-04-2020,0.79415845,215.0743911,8.064117344,1.57415845,1.575493069,0.069117632,7.852768772,0,16.18151859,2.786711656,1.580966923
27-04-2020,0.777262457,209.5867903,8.018844272,1.557262457,1.554253997,0.082548906,7.800929418,0,15.9649033,2.943168978,1.546777998
28-04-2020,0.814134275,222.9024531,8.134719512,1.594134275,1.600221907,0.077068426,7.921301381,0,16.43761891,2.794637578,1.62011543
29-04-2020,0.808867079,221.4538704,8.12402104,1.588867079,1.59351331,0.07177716,7.906490352,0,16.37009076,2.917354588,1.609165696
30-04-2020,0.810325742,222.3436302,8.13334197,1.590325742,1.595209331,0.078070147,7.913113895,0,16.38879156,2.860327327,1.611658662
01-05-2020,0.784665703,213.7260236,8.061147143,1.564665703,1.563004307,0.07356764,7.832695276,0,16.0598167,3.047054941,1.559905332
02-05-2020,0.821619768,227.0074256,8.176633569,1.601619768,1.609064284,0.097187928,7.952839105,0,16.53358677,2.870003908,1.633371448
03-05-2020,0.778768595,212.340963,8.052541832,1.558768595,1.555365124,0.088942714,7.817072623,0,15.98421276,2.608187976,1.547218455
04-05-2020,0.810710736,223.8360305,8.152666291,1.590710736,1.595155055,0.083784503,7.920903541,0,16.39372738,3.088527991,1.610643589
05-05-2020,0.836661891,233.2180307,8.234652754,1.616661891,1.627453746,0.096874815,8,0,16.7264345,2.757386637,1.662078391
06-05-2020,0.787989884,216.4656123,8.092603475,1.567989884,1.566471017,0.083691417,7.850608869,0,16.10243441,2.80382933,1.564258642
07-05-2020,0.79557564,219.3870159,8.119160049,1.57557564,1.575808067,0.076942742,7.875997747,0,16.19968769,2.820150969,1.578946337
08-05-2020,0.806947959,223.6172426,8.156907767,1.586947959,1.589875939,0.096306446,7.913396792,1,16.34548665,3.134862826,1.601199219
09-05-2020,0.79853828,220.9072215,8.135139847,1.57853828,1.579213975,0.088408912,7.887265458,1,16.23767025,2.594778571,1.583880309
10-05-2020,0.783216545,215.7613636,8.092465103,1.563216545,1.559909647,0.075551686,7.838853319,0,16.04123775,3.425040478,1.552729643
11-05-2020,0.809505863,225.1626927,8.174451886,1.589505863,1.592616886,0.083677908,7.923682953,0,16.37828029,3.108016966,1.604793586
12-05-2020,0.792908416,219.5369129,8.127605811,1.572908416,1.571713467,0.077711669,7.870927851,0.1,16.16549251,2.985927922,1.571076654
13-05-2020,0.817926846,228.4598952,8.205433938,1.597926846,1.602827737,0.075218265,7.951429685,0.1,16.48624162,2.950477567,1.62058429
14-05-2020,0.797268301,221.3790914,8.14605689,1.577268301,1.576843678,0.092409864,7.885403575,0,16.22138847,3.011631324,1.578730942
15-05-2020,0.836876556,235.3747788,8.267305215,1.616876556,1.626191057,0.102276793,8,0,16.72918661,3.056526939,1.657404321
16-05-2020,0.801578512,223.1363334,8.163658909,1.581578512,1.58190355,0.074929551,7.899210387,0,16.27664759,3.084133104,1.586258392
17-05-2020,0.809885886,226.1428218,8.190652439,1.589885886,1.592120851,0.090867463,7.925641444,0,16.38315238,3.078499638,1.602316749
18-05-2020,0.828726465,232.8189399,8.249068573,1.608726465,1.615502742,0.08256843,7.985705399,0,16.62469827,3.014241561,1.639435132
19-05-2020,0.797972099,222.1198112,8.158522289,1.577972099,1.576889087,0.082533744,7.886683917,0,16.23041153,2.978017076,1.577357407
20-05-2020,0.821872041,230.5326548,8.231760833,1.601872041,1.606591502,0.083137663,7.962709352,0,16.53682104,2.993828865,1.62458225
21-05-2020,0.839876934,236.34,8.287135685,1.619876934,1.628923341,0.08215182,8,0,16.767653,2.995735611,1.660011115
22-05-2020,0.795582022,221.3757179,8.155432171,1.575582022,1.573378714,0.087289322,7.876911868,0,16.19976951,3.211808838,1.570834664
23-05-2020,0.824723367,231.5718814,8.243858126,1.604723367,1.609627747,0.082123373,7.96935641,0,16.5733765,3.13641794,1.628525195
24-05-2020,0.827092283,232.3806329,8.251787201,1.607092283,1.612409637,0.0910718,7.975865648,0,16.60374722,2.594085208,1.632665511
25-05-2020,0.83643994,235.6148883,8.280472652,1.61643994,1.6239134,0.089278841,8,0,16.72358898,3.1641468,1.650758129
26-05-2020,0.806162468,224.9633034,8.190102695,1.586162468,1.58588425,0.086536109,7.906238638,0,16.33541626,3.101320589,1.589595486
27-05-2020,0.806084814,224.8646263,8.190152014,1.586084814,1.585603427,0.081562031,7.90452967,0,16.33442069,3.07721096,1.588827659
28-05-2020,0.836060543,235.267626,8.280181237,1.616060543,1.62288794,0.085887862,7.99902092,0,16.71872491,3.028778029,1.648161959
29-05-2020,0.833794446,234.3690059,8.273304702,1.613794446,1.619868835,0.096414071,7.990048728,0,16.68967239,3.274072727,1.64300815
30-05-2020,0.834320951,234.430846,8.274625702,1.614320951,1.620339199,0.094705854,7.989903425,0,16.69642245,3.255913597,1.643435271
31-05-2020,0.837077806,235.2563952,8.282457581,1.617077806,1.623596275,0.083563602,7.996783472,0,16.73176674,2.996980188,1.648319005
01-06-2020,0.82233258,229.9393441,8.237603166,1.60233258,1.604974581,0.091479614,7.947444477,0,16.54272539,3.190557405,1.618194678
02-06-2020,0.837839302,235.1936483,8.283324722,1.617839302,1.624166706,0.097596013,7.994944836,0,16.74152951,2.985042633,1.648570532
03-06-2020,0.840070301,235.7846748,8.28903947,1.620070301,1.62676312,0.079081828,7.99977344,0,16.77013206,2.931017343,1.652391417
04-06-2020,0.825643382,230.5287115,8.244601131,1.605643382,1.608536137,0.095877832,7.951090606,0,16.58517156,3.058136591,1.622893132
05-06-2020,0.867188526,236.34,8.367899982,1.647188526,1.66027329,0.08880745,8,0.1,17.11780161,3.300151704,1.705335829
06-06-2020,0.846775318,236.34,8.305145168,1.626775318,1.634561619,0.09766614,8,0.1,16.85609382,3.324063939,1.663858874
07-06-2020,0.822105788,228.5712547,8.229443235,1.602105788,1.603528716,0.086289892,7.931707411,0.9,16.53981779,3.26521724,1.613866514
08-06-2020,0.852244085,236.34,8.317987135,1.632244085,1.641004829,0.079934494,8,0.9,16.92620622,3.30812881,1.673487246
09-06-2020,0.828113283,230.1120063,8.243546641,1.608113283,1.610643856,0.080374496,7.945009879,0,16.61683696,3.285411188,1.624567407
10-06-2020,0.856917655,236.34,8.327735169,1.636917655,1.646451198,0.095148772,8,0,16.98612378,3.114722382,1.681515742
11-06-2020,0.864038003,236.34,8.346695799,1.644038003,1.655152917,0.097420518,8,0,17.0774103,3.292109257,1.69509405
12-06-2020,0.834489611,231.3790699,8.255475095,1.614489611,1.618018176,0.087129262,7.955652242,0,16.69858476,3.359555804,1.635333095
13-06-2020,0.86365244,236.34,8.340213687,1.64365244,1.654271984,0.100888398,8,0,17.07246718,3.362347741,1.692992994
14-06-2020,0.85639745,236.34,8.315525283,1.63639745,1.645003102,0.08285163,8,0,16.97945449,3.440155993,1.677815866
15-06-2020,0.864118884,236.34,8.335593474,1.644118884,1.654454393,0.095949471,8,0,17.07844723,3.375205993,1.692590396
16-06-2020,0.882223381,236.34,8.386639092,1.662223381,1.676884215,0.088191925,8,0,17.31055617,3.3295765,1.728130057
17-06-2020,0.850145611,234.9325884,8.28696712,1.630145611,1.636585965,0.091217692,7.98726398,0,16.89930271,3.451745932,1.66330439
18-06-2020,0.84355683,232.1945558,8.263592345,1.62355683,1.628148771,0.096610574,7.962105782,0,16.81483116,3.29072604,1.649456103
19-06-2020,0.842780933,231.4757394,8.257487519,1.622780933,1.626977563,0.089759294,7.955472422,0,16.80488376,3.167357741,1.647233187
20-06-2020,0.845273359,231.8856758,8.261020076,1.625273359,1.6298917,0.093864135,7.959209486,0,16.83683794,3.289561553,1.651546719
21-06-2020,0.858139855,235.9115129,8.295508432,1.638139855,1.645773422,0.105624605,7.996093058,0,17.00179301,3.208865001,1.676608389
22-06-2020,0.866006857,236.34,8.314833111,1.646006857,1.655405838,0.093937564,8,0,17.10265201,3.229808832,1.69167127
23-06-2020,0.866342711,236.34,8.311400417,1.646342711,1.655624438,0.105240801,8,0,17.10695783,3.322652592,1.691672254
24-06-2020,0.876270648,236.34,8.336581352,1.656270648,1.667833321,0.090675137,8,0,17.23423908,3.231631912,1.710858001
25-06-2020,0.864908084,236.2233078,8.297729544,1.644908084,1.653429317,0.103318928,7.999354456,0,17.08856518,3.317247409,1.68746354
26-06-2020,0.888717064,236.34,8.364232523,1.668717064,1.68299004,0.111888475,8,0,17.39380851,3.079910605,1.734413162
27-06-2020,0.863247581,234.5273339,8.282741743,1.643247581,1.650953042,0.080358797,7.984229211,0,17.06727668,3.418595525,1.682807048
28-06-2020,0.911142384,236.34,8.421186946,1.691142384,1.710621817,0.096082885,8,0,17.68131261,3.395496136,1.777930894
29-06-2020,0.879796499,236.34,8.321754761,1.659796499,1.67124021,0.105498205,8,0,17.27944229,3.277804833,1.714574953
30-06-2020,0.857989207,230.9105791,8.250784636,1.637989207,1.643782379,0.098587879,7.95196916,0,16.99986163,3.518048814,1.670297982
01-07-2020,0.85597576,229.5866952,8.362728605,1.63597576,1.641067448,0.103230063,7.940199337,0,16.97404821,3.571373567,1.665610679
02-07-2020,0.88152472,236.34,8.424,1.66152472,1.672806178,0.097164782,8,0,17.30159898,3.184206794,1.716050366
03-07-2020,0.871823859,233.855665,8.397982211,1.651823859,1.660483342,0.102328569,7.980099447,0,17.17722896,3.32583902,1.695992778
04-07-2020,0.887754883,236.34,8.424,1.667754883,1.680201133,0.101496757,8,0,17.38147286,3.334637362,1.727201529
05-07-2020,0.885300064,236.34,8.424,1.665300064,1.676937446,0.111957215,8,0,17.35000082,3.317756794,1.721641349
06-07-2020,0.878076606,234.0314243,8.397072473,1.658076606,1.667713847,0.10473086,7.983166731,0,17.25739238,3.603493598,1.706546842
07-07-2020,0.867291648,229.5610053,8.357840813,1.647291648,1.654039316,0.105098209,7.94278013,0.6,17.11912369,3.453525346,1.68433248
08-07-2020,0.858152239,225.6544772,8.323388759,1.638152239,1.64242272,0.099051743,7.90758979,0.6,17.00195178,3.452114601,1.66541255
09-07-2020,0.8760934,231.2143075,8.370023462,1.6560934,1.664657895,0.099613148,7.959119966,0,17.23196667,3.190340223,1.700657284
10-07-2020,0.897686607,236.34,8.424,1.677686607,1.691459241,0.101375733,8,0,17.50880266,3.611576109,1.743209822
11-07-2020,0.8889266,234.2321069,8.393689184,1.6689266,1.680320239,0.107640404,7.988083469,0,17.39649487,3.328576222,1.725059831
12-07-2020,0.86740499,225.9457358,8.321483664,1.64740499,1.653230459,0.100454273,7.912912555,0,17.12057679,3.540638348,1.681390721
13-07-2020,0.890783368,233.363393,8.383831942,1.670783368,1.682266948,0.107415762,7.981582888,0,17.42029959,3.583883895,1.727525863
14-07-2020,0.895327015,234.1781523,8.389532167,1.675327015,1.687761358,0.12181769,7.98981837,0,17.47855147,3.762133215,1.735995997
15-07-2020,0.876752925,226.8911926,8.325737675,1.656752925,1.664359991,0.111740639,7.923893301,0,17.24042212,3.354882275,1.6982353
16-07-2020,0.894154608,232.1854745,8.369731383,1.674154608,1.685929786,0.103516046,7.973211845,0,17.46352061,3.097129825,1.732430968
17-07-2020,0.893869945,231.2794924,8.360529372,1.673869945,1.685393148,0.115655343,7.965781945,0,17.45987109,3.605894694,1.731258945
18-07-2020,0.876326584,224.3231627,8.299417058,1.656326584,1.663284692,0.102464726,7.902976203,0,17.23495621,3.867056652,1.695574709
19-07-2020,0.900922722,232.1060953,8.364591542,1.680922722,1.693852217,0.091217013,7.975175398,0,17.55029131,3.788334928,1.744174825
20-07-2020,0.905262732,232.7900656,8.368868492,1.685262732,1.699101241,0.099702962,7.982395513,0,17.60593246,3.636565566,1.752268217
