Date,Biochemical Oxygen Demand,Conductivity,Dissolved Oxygen,Fecal Coliform,Fecal Streptococci,Temperature,Turbidity,Nitrate,pH,Rainfall,Total Coliform
02-02-2020,1.163308838,210.332898,9.864847772,48.5779968,4.974973731,24.47209127,7.682077803,0.331617675,7.77367205,0,118.8235351
03-02-2020,1.157498386,204.5881118,9.806086589,47.53868202,4.855481386,23.9312227,7.202657527,0.31999677,7.751849689,0,116.4993542
04-02-2020,1.167046791,214.201105,9.900924771,49.26385378,5.043220123,24.85289704,7.401969264,0.339093582,7.788532127,0,120.3187164
05-02-2020,1.156001552,203.2193557,9.78983748,47.28205971,4.819140848,23.8130628,7.08957921,0.317003104,7.746757358,0,115.9006208
06-02-2020,1.163195648,210.4758252,9.86115471,48.58323437,4.959904104,24.51009547,7.22097001,0.331391296,7.774460455,0,118.7782592
07-02-2020,1.151504654,198.8460697,9.743632386,46.48497929,4.723022303,23.40833192,7.273005275,0.308009308,7.730214947,0,114.1018616
08-02-2020,1.154519519,201.9210199,9.773180181,47.03366351,4.780315338,23.70690673,7.340520721,0.314039038,7.741986267,0,115.3078076
09-02-2020,1.162231446,209.6918606,9.849710302,48.42770169,4.931608147,24.4525977,7.2949643,0.329462891,7.771645579,0,118.3925781
10-02-2020,1.164786244,212.3043847,9.874681023,48.89333795,4.979817808,24.70690723,7.244533127,0.334572487,7.781653028,0.1,119.4144973
11-02-2020,1.161526375,209.1010365,9.841517131,48.31221363,4.911794409,24.40720936,6.983899439,0.32805275,7.769503626,0.1,118.1105499
12-02-2020,1.159743046,207.3730064,9.823130863,47.99674434,4.873362925,24.24790156,6.918941324,0.324486093,7.76297332,0.7,117.3972185
13-02-2020,1.158499107,206.1831267,9.810150873,47.77824123,4.845781155,24.13972823,7.098043634,0.321998214,7.75849193,0.7,116.8996428
14-02-2020,1.152053636,199.7904605,9.745168109,46.6233369,4.714231475,23.53593193,7.213591941,0.309107272,7.734189206,0,114.3214543
15-02-2020,1.15577902,203.5673798,9.781906607,47.29905959,4.786162427,23.9005466,6.960556744,0.31655804,7.748626551,0,115.8116081
16-02-2020,1.156888602,204.7272114,9.792499939,47.50380935,4.805841614,24.0157924,7.22096436,0.318777205,7.753092814,0,116.2554411
17-02-2020,1.164612104,212.4996615,9.869245464,48.89893446,4.957864202,24.76068753,7.292538007,0.334224207,7.782748765,0,119.3448416
18-02-2020,1.160628039,208.5632305,9.828928477,48.18656617,4.875801212,24.39032589,6.785534328,0.326256078,7.767798203,0,117.7512156
19-02-2020,1.149336558,197.3180545,9.715550622,46.15873012,4.647656357,23.32376673,6.792947418,0.303673117,7.725003537,0,113.2346233
20-02-2020,1.16006915,208.0956082,9.822426918,48.09509282,4.860060091,24.35448251,6.930229604,0.3251383,7.766103705,0,117.52766
21-02-2020,1.156127997,204.1980617,9.782579336,47.39004599,4.77905675,23.98744055,7.015585847,0.317255995,7.751297439,0,115.9511991
22-02-2020,1.154384655,202.4969557,9.764723538,47.08046796,4.742078048,23.82945302,6.832380739,0.31376931,7.744857261,0,115.2538619
23-02-2020,1.160945519,209.0986754,9.829923628,48.26550908,4.871252569,24.46207921,7.218331307,0.326891038,7.770045579,0,117.8782077
24-02-2020,1.162949658,211.1422757,9.849570397,48.63020018,4.909362256,24.66046606,7.015530449,0.330899315,7.777868305,0,118.6798631
25-02-2020,1.162235849,210.4665234,9.842051748,48.50552027,4.893183266,24.59973311,6.927149019,0.329471699,7.775330255,0,118.3943396
26-02-2020,1.152757538,201.0248519,9.746902238,46.80308821,4.701785054,23.7040158,6.609996192,0.310515075,7.739396878,0,114.6030151
27-02-2020,1.155364004,203.6665299,9.772614773,47.27577327,4.752153757,23.95895773,6.628173421,0.315728007,7.749493948,0,115.6456014
28-02-2020,1.15855763,206.8939304,9.804213292,47.85400343,4.814337565,24.26954582,6.956751815,0.32211526,7.761820974,0,116.923052
29-02-2020,1.161778477,210.1471036,9.836098495,48.43698849,4.877138178,24.58245054,6.443429504,0.328556953,7.774244802,0,118.2113906
01-03-2020,1.153986855,202.3863512,9.757873592,47.03758354,4.719762305,23.84627117,7.097754656,0.31297371,7.744709429,0,115.0947421
02-03-2020,1.155380799,203.8096972,9.771519006,47.29143363,4.746171063,23.98462814,6.846008034,0.315761598,7.750159702,0,115.6523195
03-03-2020,1.150407615,198.8644405,9.7215079,46.39905327,4.645311043,23.51631102,7.554684477,0.30581523,7.731347226,1,113.6630461
04-03-2020,1.149803572,198.286841,9.71520304,46.29296991,4.631908024,23.46381996,7.353008705,0.304607145,7.729172031,1,113.421429
05-03-2020,1.160224658,208.732879,9.819164383,48.1712606,4.839082155,24.46105709,6.82525162,0.325449318,7.768990225,9.4,117.5898635
06-03-2020,1.162961894,211.4935667,9.8463022,48.66630813,4.892654199,24.72621334,6.836334557,0.330923787,7.779529467,9.4,118.6847573
07-03-2020,1.155353844,203.9074648,9.770002237,47.29905401,4.739395857,24.00581764,7.063348011,0.315707688,7.750650933,1.6,115.6415377
08-03-2020,1.160898271,209.4723262,9.825242154,48.29909428,4.849262646,24.53775062,7.20785517,0.326796541,7.771869867,1.6,117.8593083
09-03-2020,1.15743373,206.0267016,9.790407579,47.67736854,4.779026001,24.21139748,6.502419522,0.31986746,7.758761694,0,116.4734919
10-03-2020,1.152061299,200.6716637,9.736509349,46.71207031,4.670707767,23.70305029,6.467788273,0.309122599,7.738378114,0,114.3245198
11-03-2020,1.157266188,205.8924158,9.788399602,47.65053662,4.77401237,24.20177558,6.709127133,0.319532376,7.758281801,0,116.4064752
12-03-2020,1.163371905,212.0124626,9.849313479,48.75099868,4.895410237,24.7860019,6.959263422,0.33174381,7.781609912,0,118.8487621
13-03-2020,1.155045169,203.6985179,9.765918203,47.25346533,4.72823594,23.99541588,6.938673687,0.315090338,7.749949924,0,115.5180677
14-03-2020,1.163391387,212.0559854,9.849267884,48.75690948,4.894597815,24.79243655,7.056732314,0.331782774,7.781798609,0,118.8565547
15-03-2020,1.141374824,190.0491267,9.629005209,44.79489857,4.453781331,22.69746948,6.578202942,0.287749647,7.6979722,0,110.0499295
16-03-2020,1.159402692,208.0851512,9.809202328,48.04073048,4.813930878,24.4159629,6.342117942,0.323805384,7.766688632,0,117.2610768
17-03-2020,1.155511671,204.2007367,9.770226065,47.34100741,4.735780178,24.04664779,7.007369962,0.316023344,7.751897154,0,115.7046686
18-03-2020,1.153459619,202.1537373,9.749655004,46.97214325,4.694486452,23.85217675,6.652255082,0.311919238,7.744103874,0,114.8838475
19-03-2020,1.155493654,204.1912722,9.769960363,47.33861956,4.734992185,24.04656097,6.401593953,0.315987309,7.751869244,0,115.6974616
20-03-2020,1.144567451,193.2670134,9.660678885,45.37209741,4.516370896,23.00634055,6.855550896,0.294134902,7.710254872,0,111.3269804
21-03-2020,1.153846966,202.5469171,9.753470143,47.04244896,4.701941744,23.89017795,6.991576618,0.312693931,7.745607257,0,115.0387862
22-03-2020,1.156880918,205.5797024,9.783821332,47.58844368,4.762679125,24.17890353,6.799611076,0.318761836,7.757159614,0,116.2523671
23-03-2020,1.162778631,211.4746935,9.842825684,48.64975983,4.880769491,24.74007201,6.729639328,0.330557262,7.77961413,0,118.6114524
24-03-2020,1.152320151,201.0119375,9.738283656,46.76680588,4.671813733,23.74321176,6.793176739,0.309640303,7.739751939,0,114.4280607
25-03-2020,1.150825628,199.5115841,9.723396719,46.49720865,4.642214755,23.59976574,6.749986398,0.306651256,7.734030755,0.3,113.8302513
26-03-2020,1.152472902,201.1514766,9.739943271,46.79297981,4.675529301,23.75524298,6.54619516,0.309945804,7.740270934,0.3,114.4891608
27-03-2020,1.159957641,208.6272851,9.814879971,48.13933979,4.825670621,24.4663742,6.680988256,0.324915282,7.768741699,0,117.4830565
28-03-2020,1.15693011,205.589277,9.784709438,47.59333652,4.765643877,24.17604224,6.942635461,0.318860221,7.757158356,0,116.2720441
29-03-2020,1.152483031,201.1301766,9.740358853,46.79166013,4.677303338,23.75022116,6.903123374,0.309966062,7.740159859,0,114.4932123
30-03-2020,1.158026731,206.6603157,9.795931466,47.78817007,4.788855395,24.27560955,6.873575645,0.321053462,7.76121414,0,116.7106924
31-03-2020,1.155917219,204.535707,9.774987319,47.40694826,4.747420012,24.07182805,6.632321311,0.316834439,7.753106015,0,115.8668877
01-04-2020,1.160576091,209.1779503,9.821742323,48.24388234,4.841428878,24.51236279,6.806512542,0.326152182,7.770774915,0,117.7304366
02-04-2020,1.151895702,200.4794061,9.735119985,46.67959679,4.668728856,23.68220094,6.391075581,0.308791405,7.737620313,0,114.2582809
03-04-2020,1.153959637,202.5236642,9.755956094,47.04913736,4.710991366,23.87501824,6.889674622,0.312919274,7.745389223,0,115.0838548
04-04-2020,1.153727254,202.2700898,9.753844187,47.00518932,4.707403305,23.84885004,7.156493001,0.312454508,7.744403043,0,114.9909017
05-04-2020,1.148215873,196.7360078,9.698957385,46.01087064,4.59831073,23.31963262,6.551405318,0.301431747,7.723299206,0,112.7863492
06-04-2020,1.157574975,206.070906,9.792790433,47.69308857,4.786702925,24.20636546,6.742768915,0.32014995,7.758837672,0,116.5299898
07-04-2020,1.157519376,205.9896088,9.792491432,47.68051096,4.786875877,24.1961754,6.940065855,0.320038752,7.758503493,0,116.5077504
08-04-2020,1.156311612,204.7546589,9.780685654,47.46039485,4.764079906,24.07597195,7.139487612,0.317623224,7.75377303,0,116.0246449
09-04-2020,1.155196513,203.6108934,9.769821313,47.25681033,4.743211196,23.96431185,6.787996623,0.315393024,7.749388528,0,115.578605
10-04-2020,1.149148082,197.5323264,9.709638378,46.16507921,4.623749426,23.38253054,6.74277857,0.303296165,7.726203381,0,113.1592328
11-04-2020,1.154528385,202.8810302,9.763757393,47.1303738,4.732935423,23.8889215,6.48099705,0.314056769,7.746549301,0,115.311354
12-04-2020,1.155102779,203.4223734,9.769831857,47.23045971,4.7460759,23.93733022,6.922803239,0.31520556,7.748580083,0,115.5411118
13-04-2020,1.152862548,201.1476473,9.747774488,46.82376858,4.702995997,23.71740443,7.336816116,0.310725096,7.739881608,0,114.6450192
14-04-2020,1.156407391,204.6565623,9.783582184,47.45824746,4.77568921,24.04816516,6.973410889,0.31781478,7.753214687,0,116.0629561
15-04-2020,1.159562154,207.7739769,9.815503319,48.02237005,4.840651962,24.34150471,6.917956911,0.324124309,7.765054981,0,117.3248618
16-04-2020,1.167537166,215.7102277,9.895641036,49.45399602,5.00209021,25.09364665,6.998024873,0.340074332,7.795251403,0,120.5148663
17-04-2020,1.158752023,206.8849252,9.808191211,47.86865438,4.82839536,24.24931689,6.936090266,0.322504047,7.761592955,0,117.0008093
18-04-2020,1.159395367,207.4867219,9.81504013,47.98030158,4.843339627,24.30267393,6.775996097,0.323790734,7.763845945,0,117.258147
19-04-2020,1.157867002,205.9154331,9.800185703,47.70090345,4.814918462,24.14893948,7.128202492,0.320734004,7.757819204,0,116.6468007
20-04-2020,1.148405722,196.4098676,9.70601576,45.99344451,4.627907143,23.23942986,7.011580748,0.301811444,7.721565349,0,112.8622887
21-04-2020,1.158568249,206.5267591,9.808097375,47.81813576,4.833439426,24.19859712,6.976996627,0.322136496,7.760062426,0,116.9272993
22-04-2020,1.15925851,207.1700497,9.815469702,47.93768576,4.849593212,24.25538947,6.777865188,0.32351702,7.762468322,0,117.203404
23-04-2020,1.172115788,219.9790345,9.944525413,50.24716649,5.109153427,25.47069345,7.26608734,0.349231576,7.811218462,0,122.3463152
24-04-2020,1.158421877,206.2355217,9.808082302,47.77730226,4.837755231,24.15706358,7.141858419,0.321843752,7.758814984,0,116.8687504
25-04-2020,1.161269364,209.0321159,9.837066121,48.28476071,4.897249685,24.41855884,6.896336243,0.327538728,7.769420205,0,118.0077457
26-04-2020,1.159764863,207.475443,9.822542829,48.00873333,4.869768255,24.26533553,7.233267208,0.324529725,7.763440335,0,117.4059452
27-04-2020,1.154078712,201.7358574,9.766215661,46.97988268,4.758716949,23.71361935,6.929080981,0.313157423,7.741524358,0,115.1314847
28-04-2020,1.166487497,214.0899609,9.890850316,49.20799581,5.009626691,24.88499292,6.880286327,0.337974992,7.788535532,0,120.0949986
29-04-2020,1.164714882,212.2614355,9.873683291,48.88333415,4.976969986,24.70552274,6.896151701,0.334429765,7.781516472,0,119.385953
30-04-2020,1.165205778,212.6952064,9.879163506,48.96598291,4.989644179,24.74139373,6.695190035,0.335411557,7.783114527,0,119.5823114
01-05-2020,1.156570189,204.0012939,9.793390829,47.40574446,4.819848493,23.90784756,7.177802801,0.318140377,7.749939315,0,116.1280754
02-05-2020,1.169006652,216.3782563,9.918350493,49.63835786,5.071552883,25.08093902,6.706138884,0.343013306,7.79703298,0,121.1026611
03-05-2020,1.154585585,201.8965244,9.774746457,47.03649925,4.786164732,23.69594893,6.844838922,0.31417117,7.741806702,0,115.334234
04-05-2020,1.165335344,212.5844749,9.882862125,48.96527499,5.004250315,24.70796249,6.679300278,0.335670687,7.782463839,0,119.6341375
05-05-2020,1.174068906,221.255103,9.970827085,50.53102275,5.182068251,25.52774288,7.109685911,0.353137811,7.815434866,0,123.1275623
06-05-2020,1.157688903,204.8110594,9.80766747,47.5762182,4.857670253,23.95554435,7.10900146,0.320377806,7.752729899,0,116.5755613
07-05-2020,1.160241802,207.2988288,9.833847747,48.02922702,4.911984685,24.18627198,7.08498839,0.325483603,7.762145088,0,117.5967207
08-05-2020,1.164069024,211.0598536,9.872781957,48.71150734,4.991839043,24.53816025,6.947892884,0.33313805,7.776409756,1,119.1276098
09-05-2020,1.161238844,208.1624259,9.845152624,48.19535011,4.938597795,24.25581025,6.934114563,0.327477689,7.765307891,1,117.9955376
10-05-2020,1.156082491,202.9377962,9.794271858,47.2603789,4.83888456,23.75172394,7.291456633,0.317164982,7.745339514,0,115.9329964
11-05-2020,1.164929857,211.7158773,9.883438381,48.84597634,5.019296176,24.58113304,7.092180179,0.334859716,7.778713837,0,119.471943
12-05-2020,1.159344179,206.0599238,9.82828433,47.83352664,4.911096295,24.03577802,7.288286162,0.323688356,7.75710042,0.1,117.2376714
13-05-2020,1.167763842,214.408346,9.913193388,49.341942,5.08305167,24.82408091,7.050197063,0.340527685,7.788836083,0.1,120.605537
14-05-2020,1.160811448,207.3837624,9.844391321,48.08329201,4.947613189,24.14819785,7.288560155,0.326622894,7.762007014,0,117.8245789
15-05-2020,1.174141148,220.6403499,9.97841947,50.47532686,5.217862897,25.40376679,7.538848101,0.353282297,7.812438668,0,123.1564594
16-05-2020,1.162262,208.6871833,9.860368148,48.32967826,4.983980772,24.25832072,7.403057974,0.329523998,7.766832302,0,118.4047997
17-05-2020,1.165057751,211.4080355,9.889074647,48.82542355,5.043640732,24.51031627,7.208336019,0.3351155,7.777126121,0,119.5231
18-05-2020,1.17139833,217.6728568,9.953238024,49.95915205,5.174240235,25.09975085,7.364106354,0.34779666,7.800919956,0,122.0593318
19-05-2020,1.161048302,207.2462346,9.850503707,48.08848767,4.971069456,24.09944443,7.274873926,0.327096605,7.761126543,0,117.9193211
20-05-2020,1.169091552,215.2120748,9.9317103,49.52853168,5.135804925,24.85072355,7.342550348,0.343183105,7.791398878,0,121.1366209
21-05-2020,1.175150891,221.1932129,9.993085697,50.61139259,5.260901744,25.41290805,7.288157351,0.355301783,7.814109689,0,123.5603565
22-05-2020,1.16024395,206.2073024,9.84480597,47.92024622,4.966711361,23.97815762,7.337819075,0.3254879,7.756945297,0,117.5975799
23-05-2020,1.170051134,215.9347721,9.943674943,49.67756786,5.166840717,24.89699152,7.43281182,0.345102266,7.793926407,0,121.5204533
24-05-2020,1.170848364,216.6515685,9.952451604,49.81302601,5.186807087,24.95759738,7.195753864,0.346696729,7.796580455,0,121.8393458
25-05-2020,1.173994211,219.7162826,9.984721389,50.37116512,5.253780623,25.24174805,7.207251074,0.352988421,7.808178288,0,123.0976843
26-05-2020,1.163804676,209.4449431,9.883644103,48.52886845,5.054080213,24.25573424,7.145352781,0.332609354,7.768971466,0,119.0218707
27-05-2020,1.163778543,209.3363551,9.884207312,48.51591894,5.057680264,24.23753971,7.11738068,0.332557086,7.768479269,0,119.0114172
28-05-2020,1.173866529,219.3412617,9.985917959,50.32344847,5.263593932,25.18247567,7.214424058,0.352733057,7.806514076,0,123.0466116
29-05-2020,1.173103901,218.4949541,9.979128465,50.17780743,5.252525313,25.09390552,7.520276356,0.351207801,7.803210353,0,122.7415601
30-05-2020,1.173281089,218.5878889,9.981742896,50.20127603,5.260281803,25.09473224,7.316154694,0.351562178,7.803484148,0,122.8124357
31-05-2020,1.174208877,219.4308723,9.991868818,50.35979738,5.283077778,25.16693976,7.628459993,0.353417754,7.806614747,0,123.1835508
01-06-2020,1.169246542,214.3832074,9.943098758,49.45804406,5.188097546,24.67808315,7.544956742,0.343493084,7.787304281,0,121.1986166
02-06-2020,1.17446515,219.5159862,9.996143133,50.3888106,5.296761174,25.15874501,7.14144683,0.3539303,7.806775982,0,123.2860599
03-06-2020,1.175215967,220.1804994,10.00451434,50.51532726,5.316092694,25.21381259,7.709638318,0.355431933,7.809225267,0,123.5863866
04-06-2020,1.170360753,215.2385338,9.956829731,49.63271364,5.223326052,24.73488705,7.759711651,0.345721507,7.79031611,0,121.6443014
05-06-2020,1.184342292,229.132897,10.09751687,52.14067307,5.507315604,26.04985731,7.398167879,0.373684584,7.843163993,0.1,127.2369169
06-06-2020,1.177472462,222.1754948,10.02969431,50.89534649,5.374297654,25.37890731,7.71263382,0.359944926,7.816576201,0.1,124.4889851
07-06-2020,1.169170217,213.7853049,9.94755129,49.39214784,5.212649942,24.57146598,7.462117782,0.343340433,7.784529817,0.9,121.1680868
08-06-2020,1.179312914,223.8397119,10.04986115,51.20900426,5.419918335,25.52062005,7.680151054,0.363625827,7.822748235,0.9,125.2251653
09-06-2020,1.17119197,215.6301604,9.969537799,49.73837364,5.261929891,24.7303191,7.411817289,0.34738394,7.791389363,0,121.9767881
10-06-2020,1.180885749,225.2350381,10.0673646,51.47436375,5.460250532,25.63660259,7.318589843,0.366771498,7.827894706,0,125.8542997
11-06-2020,1.18328202,227.5421416,10.09221899,51.89677578,5.512634339,25.84783456,7.632584128,0.371564041,7.83659875,0,126.8128082
12-06-2020,1.17333785,217.5085637,9.993671365,50.09788437,5.318221323,24.88374068,7.704874211,0.3516757,7.798290446,0,122.83514
13-06-2020,1.183152264,227.2333557,10.09271171,51.85551666,5.518990658,25.801376,7.665268817,0.371304527,7.835251919,0,126.7609054
14-06-2020,1.18071068,224.7019642,10.06919396,51.40705084,5.474649411,25.55173792,7.518096801,0.36642136,7.825522991,0,125.7842721
15-06-2020,1.18330924,227.210555,10.09607925,51.8657947,5.531119038,25.78208288,7.700758158,0.37161848,7.834993843,0,126.8236959
16-06-2020,1.189402099,233.2133122,10.15790887,52.95349918,5.657481352,26.34519285,7.85930935,0.383804198,7.857775678,0,129.2608398
17-06-2020,1.178606696,222.3276994,10.05085693,51.00130563,5.44608376,25.29987644,7.811371813,0.362213392,7.816220763,0,124.9426785
18-06-2020,1.176389318,220.0200312,10.02958604,50.59314856,5.406250684,25.0714995,7.877182524,0.357778636,7.807343656,0,124.0557272
19-06-2020,1.176128199,219.6685687,10.02787829,50.53711277,5.405545467,25.02942275,7.716201784,0.357256397,7.80591871,0,123.9512795
20-06-2020,1.176966996,220.416996,10.03716996,50.67905928,5.426839921,25.09209486,8.121060762,0.358933992,7.808683794,0,124.2867984
21-06-2020,1.181297066,224.6566965,10.08137437,51.44943498,5.517959838,25.48726918,7.646077623,0.367594134,7.824748968,0,126.0188266
22-06-2020,1.183944615,227.2139017,10.10875329,51.91695938,5.575427976,25.7222084,8.013530355,0.37288923,7.83440466,0,127.0778461
23-06-2020,1.184057643,227.2366397,10.11078646,51.92827541,5.582203022,25.7157749,8.17739778,0.373115286,7.834405291,0,127.1230572
24-06-2020,1.187398776,230.487563,10.14509988,52.52065836,5.653536152,26.01679526,8.048233247,0.379797552,7.846703847,0,128.4595103
25-06-2020,1.183574835,226.5735207,10.10776151,51.82333895,5.581562477,25.63544814,7.922732951,0.372149672,7.831707398,0,126.9299344
26-06-2020,1.191587474,234.4961895,10.18878757,53.25661683,5.746313665,26.38141958,7.872314402,0.388174947,7.861803309,0,130.1349894
27-06-2020,1.183016013,225.8349205,10.10397105,51.70477308,5.579374868,25.54798365,8.218796854,0.371032026,7.828722467,0,126.7064051
28-06-2020,1.199134456,241.8637424,10.26605169,54.59713071,5.906224796,27.06600274,7.720317976,0.403268912,7.889699291,0,133.1537824
29-06-2020,1.18858536,231.2252389,10.16145481,52.6893527,5.699713268,26.0442969,7.833298167,0.382170721,7.849086509,0,128.934144
30-06-2020,1.181246368,223.7970789,10.08895657,51.35941732,5.557391807,25.32836094,7.971370671,0.367492736,7.820703835,0,125.9985471
01-07-2020,1.180568765,223.0305753,10.08306956,51.22855877,5.548284822,25.24689382,8.332545334,0.366137532,7.817699153,0,125.7275062
02-07-2020,1.189166974,231.5401747,10.16993772,52.76737533,5.724679397,26.04889296,8.170110928,0.383333946,7.850032286,0,129.1667893
03-07-2020,1.18590226,228.1871721,10.13817348,52.17089803,5.663799599,25.72115088,7.904727979,0.37680452,7.837174858,0,127.8609041
04-07-2020,1.191263663,233.4606307,10.19266695,53.12715609,5.775424855,26.2150094,8.060441786,0.387527325,7.857180467,0,130.005465
05-07-2020,1.190437522,232.5469167,10.18528126,52.96969339,5.763280671,26.11964875,8.014113099,0.385875043,7.85361625,0,129.6750086
06-07-2020,1.188006549,230.0287695,10.1618433,52.52340094,5.719020013,25.87152278,8.011500377,0.3810131,7.843940284,0,128.70262
07-07-2020,1.184376997,226.3124641,10.1264153,51.86140616,5.650766576,25.50932679,8.383473362,0.373753993,7.829700308,0.6,127.2507987
08-07-2020,1.181301234,223.1503978,10.09652071,51.29913852,5.593566506,25.19995822,7.907101229,0.367602468,7.817572147,0.6,126.0204937
09-07-2020,1.187339125,229.1024594,10.15775791,52.37737595,5.718615789,25.75864702,8.550177125,0.379678251,7.840164926,0,128.43565
10-07-2020,1.194606069,236.2840746,10.23128065,53.67689304,5.868221157,26.43448375,8.40332728,0.39421214,7.867442193,0,131.3424279
11-07-2020,1.191657991,233.2511908,10.2026479,53.1377583,5.813499789,26.13756106,8.475440879,0.388315981,7.855807584,0,130.1631961
12-07-2020,1.184415141,225.9240869,10.13106195,51.82561993,5.672855505,25.43171742,8.165993472,0.373830281,7.827814565,0,127.2660563
13-07-2020,1.192282865,233.7081314,10.21057597,53.23344228,5.834393929,26.16508557,8.248459025,0.389565729,7.857388374,0,130.4131457
14-07-2020,1.193811976,235.154164,10.22669788,53.50037448,5.869130117,26.29489067,7.995600507,0.392623952,7.862817947,0,131.0247904
15-07-2020,1.187561081,228.8208141,10.16501347,52.36696786,5.748234931,25.68386169,8.202874177,0.380122161,7.838612371,0,128.5244323
16-07-2020,1.193417416,234.5953443,10.22439488,53.41292772,5.869451915,26.22602594,8.43308189,0.391834833,7.860532672,0,130.8669664
17-07-2020,1.193321616,234.4184119,10.2242482,53.38757047,5.871592522,26.20144837,8.617814052,0.391643232,7.859781375,0,130.8286464
18-07-2020,1.1874176,228.4339616,10.16601239,52.31680421,5.757533957,25.62384026,8.129224853,0.379835202,7.836906864,0,128.4670402
